310	118
311	424
312	283
313	86
314	51
315	925
316	249
317	629
318	766
319	734
320	266
321	148
322	252
323	119
324	781
325	819
326	966
327	990
328	560
329	553
330	746
331	43
332	659
333	863
334	263
335	476
336	982
337	672
338	364
339	490
340	260
341	496
342	918
343	962
344	747
345	202
346	647
347	469
348	551
349	96
350	995
351	981
352	716
353	643
354	635
355	432
356	467
357	922
358	85
359	206
360	210
361	5
362	866
363	260
364	8
365	76
366	766
367	421
368	824
369	575
370	944
371	578
372	265
373	276
374	475
375	770
376	231
377	291
378	372
379	579
380	172
381	497
382	439
383	465
384	559
385	766
386	327
387	17
388	228
389	831
390	9
391	61
392	587
393	159
394	281
395	255
396	631
397	658
398	954
399	672
400	437
401	227
402	646
403	976
404	152
405	417
406	716
407	441
408	168
409	865
410	201
411	177
412	550
413	507
414	34
415	713
416	567
417	401
418	702
419	243
420	749
421	750
422	193
423	993
424	567
425	883
426	992
427	106
428	995
429	220
430	140
431	574
432	338
433	701
434	143
435	946
436	852
437	463
438	314
439	143
440	50
441	887
442	849
443	364
444	631
445	833
446	511
447	80
448	126
449	568
450	689
451	230
452	956
453	711
454	924
455	687
456	34
457	654
458	410
459	269
460	425
461	611
462	446
463	948
464	725
465	628
466	839
467	850
468	365
469	89
470	862
471	104
472	88
473	560
474	194
475	862
476	901
477	829
478	362
479	735
480	373
481	912
482	981
483	428
484	532
485	910
486	618
487	627
488	777
489	456
490	912
491	198
492	54
493	45
494	718
495	440
496	442
497	901
498	640
499	3
500	994
501	662
502	716
503	37
504	706
505	585
506	143
507	397
508	518
509	62
510	787
511	205
512	292
513	676
514	897
515	513
516	631
517	19
518	417
519	815
520	11
521	212
522	73
523	909
524	177
525	664
526	50
527	43
528	842
529	754
530	421
531	1
532	190
533	360
534	741
535	711
536	197
537	944
538	722
539	947
540	768
541	221
542	110
543	716
544	670
545	708
546	907
547	379
548	148
549	206
550	810
551	424
552	485
553	825
554	993
555	782
556	589
557	807
558	860
559	43
560	535
561	100
562	556
563	764
564	642
565	786
566	16
567	933
568	935
569	186
570	317
571	687
572	297
573	470
574	48
575	790
576	103
577	358
578	240
579	470
580	758
581	672
582	896
583	637
584	945
585	997
586	516
587	365
588	367
589	959
590	122
591	390
592	84
593	679
594	412
595	668
596	666
597	347
598	75
599	884
600	692
601	975
602	444
603	962
604	889
605	123
606	127
607	16
608	778
609	203
610	680
611	232
612	568
613	390
614	286
615	864
616	205
617	919
618	819
619	645
620	271
621	651
622	566
623	976
624	65
625	928
626	603
627	618
628	58
629	380
630	125
631	756
632	283
633	357
634	778
635	783
636	229
637	934
638	749
639	823
640	871
641	501
642	587
643	164
644	280
645	891
646	822
647	694
648	394
649	549
650	464
651	747
652	528
653	431
654	613
655	42
656	409
657	468
658	898
659	961
660	520
661	509
662	959
663	398
664	79
665	924
666	949
667	211
668	613
669	503
670	635
671	271
672	171
673	997
674	774
675	771
676	65
677	402
678	697
679	174
680	106
681	910
682	225
683	509
684	917
685	379
686	229
687	853
688	744
689	737
690	375
691	762
692	37
693	788
694	303
695	362
696	542
697	190
698	86
699	356
700	942
701	611
702	82
703	891
704	915
705	193
706	576
707	532
708	657
709	843
710	978
711	7
712	771
713	724
714	856
715	611
716	285
717	450
718	481
719	701
720	696
721	96
722	468
723	876
724	129
725	874
726	235
727	384
728	694
729	413
730	229
731	876
732	317
733	341
734	233
735	495
736	828
737	334
738	594
739	725
740	803
741	697
742	197
743	901
744	760
745	368
746	991
747	313
748	932
749	692
750	77
751	93
752	709
753	386
754	661
755	846
756	144
757	207
758	763
759	42
760	958
761	193
762	838
763	244
764	615
765	102
766	691
767	431
768	492
769	361
770	784
771	952
772	857
773	757
774	898
775	999
776	900
777	567
778	116
779	761
780	884
781	923
782	452
783	3
784	336
785	137
786	167
787	931
788	681
789	387
790	352
791	622
792	571
793	553
794	767
795	611
796	860
797	953
798	287
799	658
800	678
801	560
802	822
803	572
804	909
805	126
806	236
807	952
808	488
809	662
810	947
811	577
812	91
813	3
814	159
815	36
816	741
817	836
818	908
819	478
820	936
821	760
822	750
823	105
824	9
825	163
826	381
827	304
828	990
829	288
830	140
831	947
832	281
833	458
834	83
835	324
836	101
837	880
838	94
839	211
840	901
841	215
842	443
843	19
844	441
845	776
846	531
847	568
848	395
849	732
850	870
851	25
852	46
853	809
854	723
855	918
856	811
857	717
858	564
859	747
860	745
861	933
862	963
863	200
864	523
865	1000
866	297
867	634
868	921
869	835
870	935
871	861
872	742
873	698
874	578
875	721
876	318
877	732
878	665
879	234
880	633
881	814
882	910
883	258
884	419
885	115
886	902
887	472
888	735
889	165
890	514
891	385
892	317
893	348
894	467
895	969
896	253
897	243
898	497
899	441
900	479
901	897
902	648
903	560
904	797
905	9
906	283
907	349
908	232
909	3
910	601
911	80
912	53
913	330
914	115
915	931
916	24
917	706
918	782
919	408
920	99
921	826
922	899
923	756
924	322
925	551
926	545
927	395
928	231
929	609
930	469
931	75
932	235
933	224
934	755
935	736
936	167
937	350
938	461
939	410
940	833
941	554
942	240
943	733
944	565
945	435
946	332
947	987
948	234
949	536
950	946
951	548
952	462
953	89
954	343
955	654
956	999
957	892
958	239
959	247
960	465
961	888
962	118
963	623
964	535
965	526
966	845
967	830
968	576
969	379
970	765
971	674
972	245
973	373
974	576
975	545
976	586
977	166
978	191
979	888
980	219
981	558
982	162
983	696
984	664
985	921
986	614
987	147
988	881
989	102
990	737
991	275
992	112
993	214
994	946
995	945
996	437
997	618
998	198
999	39
1000	590
1001	503
1002	412
1003	855
1004	772
1005	272
1006	303
1007	89
1008	514
1009	799
1010	68
1011	833
1012	701
1013	351
1014	29
1015	907
1016	727
1017	423
1018	959
1019	614
1020	913
1021	698
1022	950
1023	474
1024	643
1025	490
1026	563
1027	31
1028	428
1029	631
1030	109
1031	969
1032	969
1033	153
1034	298
1035	716
1036	147
1037	308
1038	925
1039	392
1040	618
1041	525
1042	634
1043	83
1044	35
1045	904
1046	574
1047	761
1048	186
1049	39
1050	219
1051	14
1052	659
1053	585
1054	127
1055	893
1056	554
1057	938
1058	213
1059	282
1060	710
1061	273
1062	662
1063	884
1064	690
1065	99
1066	865
1067	549
1068	54
1069	314
1070	761
1071	420
1072	499
1073	568
1074	996
1075	389
1076	65
1077	867
1078	440
1079	739
1080	916
1081	803
1082	846
1083	389
1084	413
1085	95
1086	311
1087	384
1088	27
1089	406
1090	163
1091	209
1092	95
1093	643
1094	683
1095	346
1096	863
1097	751
1098	393
1099	936
1100	40
